AISC MANUAL LABEL,TYPE,Weight,Area,Depth,Height,Outer Diameter,bf,B,ID,tw,tf,T,TNOM,TDES,Kdes,Kdet,K1,X,Y,E0,XP,YP,bf/2tf,B_T,h/t,H_T,D_T,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,rz,J,Cw,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
,,lbs,in2,in,in,in,in,in,in,in,in,,in,in,in,in,IN,,,,,,,,,,,in4,in3,in3,in,in4,in3,in3,in,in,in4,in6,,,,,,,,,
W12X58,W,58.0,17.0,12.2,,,10.0,,,0.360,0.640,,,,1.24,1.5,0.9375,,,,,,7.82,,27.0,,,475,86.4,78.0,5.28,107,32.5,21.4,2.51,,2.10,3570,,28.9,46.2,17.8,42.4,,,,
W12X53,W,53.0,15.6,12.1,,,10.0,,,0.345,0.575,,,,1.18,1.375,0.9375,,,,,,8.69,,28.1,,,425,77.9,70.6,5.23,95.8,29.1,19.2,2.48,,1.58,3160,,28.8,41.4,16.0,38.3,,,,
W12X50,W,50.0,14.6,12.2,,,8.08,,,0.370,0.640,,,,1.14,1.5,0.9375,,,,,,6.31,,26.8,,,391,71.9,64.2,5.18,56.3,21.3,13.9,1.96,,1.71,1880,,23.4,30.2,14.3,35.4,,,,
W12X45,W,45.0,13.1,12.1,,,8.05,,,0.335,0.575,,,,1.08,1.375,0.9375,,,,,,7.00,,29.6,,,348,64.2,57.7,5.15,50.0,19.0,12.4,1.95,,1.26,1650,,23.2,26.8,12.8,31.7,,,,
W12X40,W,40.0,11.7,11.9,,,8.01,,,0.295,0.515,,,,1.02,1.375,0.875,,,,,,7.77,,33.6,,,307,57.0,51.5,5.13,44.1,16.8,11.0,1.94,,0.906,1440,,22.8,23.5,11.3,27.8,,,,
W12X35,W,35.0,10.3,12.5,,,6.56,,,0.300,0.520,,,,0.820,1.1875,0.75,,,,,,6.31,,36.2,,,285,51.2,45.6,5.25,24.5,11.5,7.47,1.54,,0.741,879,,19.6,16.8,9.75,25.4,,,,
W12X30,W,30.0,8.79,12.3,,,6.52,,,0.260,0.440,,,,0.740,1.125,0.75,,,,,,7.41,,41.8,,,238,43.1,38.6,5.21,20.3,9.56,6.24,1.52,,0.457,720,,19.3,13.9,8.17,21.3,,,,
W12X26,W,26.0,7.65,12.2,,,6.49,,,0.230,0.380,,,,0.680,1.0625,0.75,,,,,,8.54,,47.2,,,204,37.2,33.4,5.17,17.3,8.17,5.34,1.51,,0.300,607,,19.2,11.8,7.03,18.3,,,,
W12X22,W,22.0,6.48,12.3,,,4.03,,,0.260,0.425,,,,0.725,0.9375,0.625,,,,,,4.74,,41.8,,,156,29.3,25.4,4.91,4.66,3.66,2.31,0.848,,0.293,164,,12.0,5.12,4.76,14.4,,,,
W12X19,W,19.0,5.57,12.2,,,4.01,,,0.235,0.350,,,,0.650,0.875,0.5625,,,,,,5.72,,46.2,,,130,24.7,21.3,4.82,3.76,2.98,1.88,0.822,,0.180,131,,11.9,4.17,3.91,12.2,,,,
W12X16,W,16.0,4.71,12.0,,,3.99,,,0.220,0.265,,,,0.565,0.8125,0.5625,,,,,,7.53,,49.4,,,103,20.1,17.1,4.67,2.82,2.26,1.41,0.773,,0.103,96.9,,11.7,3.09,2.93,9.82,,,,
W12X14,W,14.0,4.16,11.9,,,3.97,,,0.200,0.225,,,,0.525,0.75,0.5625,,,,,,8.82,,54.3,,,88.6,17.4,14.9,4.62,2.36,1.90,1.19,0.753,,0.0704,80.4,,11.6,2.59,2.48,8.49,,,,
W10X112,W,112,32.9,11.4,,,10.4,,,0.755,1.25,,,,1.75,1.9375,1,,,,,,4.17,,10.4,,,716,147,126,4.66,236,69.2,45.3,2.68,,15.1,6020,,26.4,85.8,30.6,73.5,,,,
W10X100,W,100,29.4,11.1,,,10.3,,,0.680,1.12,,,,1.62,1.8125,1,,,,,,4.62,,11.6,,,623,130,112,4.60,207,61.0,40.0,2.65,,10.9,5150,,25.7,74.1,26.9,64.2,,,,
W10X88,W,88.0,25.9,10.8,,,10.3,,,0.605,0.990,,,,1.49,1.6875,0.9375,,,,,,5.18,,13.0,,,534,113,98.5,4.54,179,53.1,34.8,2.63,,7.53,4330,,25.3,64.4,23.5,55.9,,,,
W10X77,W,77.0,22.6,10.6,,,10.2,,,0.530,0.870,,,,1.37,1.5625,0.875,,,,,,5.86,,14.8,,,455,97.6,85.9,4.49,154,45.9,30.1,2.60,,5.11,3630,,24.8,55.0,20.5,48.4,,,,
W10X68,W,68.0,20.0,10.4,,,10.1,,,0.470,0.770,,,,1.27,1.4375,0.875,,,,,,6.58,,16.7,,,394,85.3,75.7,4.44,134,40.1,26.4,2.59,,3.56,3100,,24.3,47.3,17.9,42.1,,,,
W10X60,W,60.0,17.6,10.2,,,10.1,,,0.420,0.680,,,,1.18,1.375,0.8125,,,,,,7.41,,18.7,,,341,74.6,66.7,4.39,116,35.0,23.0,2.57,,2.48,2640,,24.0,41.3,15.7,36.8,,,,
W10X54,W,54.0,15.8,10.1,,,10.0,,,0.370,0.615,,,,1.12,1.3125,0.8125,,,,,,8.15,,21.2,,,303,66.6,60.0,4.37,103,31.3,20.6,2.56,,1.82,2320,,23.7,36.5,14.0,32.8,,,,
W10X49,W,49.0,14.4,10.0,,,10.0,,,0.340,0.560,,,,1.06,1.25,0.8125,,,,,,8.93,,23.1,,,272,60.4,54.6,4.35,93.4,28.3,18.7,2.54,,1.39,2070,,23.6,33.0,12.8,29.8,,,,
W10X45,W,45.0,13.3,10.1,,,8.02,,,0.350,0.620,,,,1.12,1.3125,0.8125,,,,,,6.47,,22.5,,,248,54.9,49.1,4.32,53.4,20.3,13.3,2.01,,1.51,1200,,19.0,23.6,11.3,27.0,,,,
W10X39,W,39.0,11.5,9.92,,,7.99,,,0.315,0.530,,,,1.03,1.1875,0.8125,,,,,,7.53,,25.0,,,209,46.8,42.1,4.27,45.0,17.2,11.3,1.98,,0.976,992,,18.8,19.9,9.55,23.0,,,,
W10X33,W,33.0,9.71,9.73,,,7.96,,,0.290,0.435,,,,0.935,1.125,0.75,,,,,,9.15,,27.1,,,171,38.8,35.0,4.19,36.6,14.0,9.20,1.94,,0.583,791,,18.5,16.0,7.75,18.9,,,,
W10X30,W,30.0,8.84,10.5,,,5.81,,,0.300,0.510,,,,0.810,1.125,0.6875,,,,,,5.70,,29.5,,,170,36.6,32.4,4.38,16.7,8.84,5.75,1.37,,0.622,414,,14.5,10.7,7.02,18.2,,,,
W10X26,W,26.0,7.61,10.3,,,5.77,,,0.260,0.440,,,,0.740,1.0625,0.6875,,,,,,6.56,,34.0,,,144,31.3,27.9,4.35,14.1,7.50,4.89,1.36,,0.402,345,,14.2,9.03,5.98,15.4,,,,
W10X22,W,22.0,6.49,10.2,,,5.75,,,0.240,0.360,,,,0.660,0.9375,0.625,,,,,,7.99,,36.9,,,118,26.0,23.2,4.27,11.4,6.10,3.97,1.33,,0.239,275,,14.1,7.32,4.88,12.9,,,,
W10X19,W,19.0,5.62,10.2,,,4.02,,,0.250,0.395,,,,0.695,0.9375,0.625,,,,,,5.09,,35.4,,,96.3,21.6,18.8,4.14,4.29,3.35,2.14,0.874,,0.233,104,,9.85,3.91,3.65,10.6,,,,
W10X17,W,17.0,4.99,10.1,,,4.01,,,0.240,0.330,,,,0.630,0.875,0.5625,,,,,,6.08,,36.9,,,81.9,18.7,16.2,4.05,3.56,2.80,1.78,0.845,,0.156,85.1,,9.79,3.24,3.04,9.14,,,,
W10X15,W,15.0,4.41,10.0,,,4.00,,,0.230,0.270,,,,0.570,0.8125,0.5625,,,,,,7.41,,38.5,,,68.9,16.0,13.8,3.95,2.89,2.30,1.45,0.810,,0.104,68.3,,9.73,2.63,2.48,7.83,,,,
W10X12,W,12.0,3.54,9.87,,,3.96,,,0.190,0.210,,,,0.510,0.75,0.5625,,,,,,9.43,,46.6,,,53.8,12.6,10.9,3.90,2.18,1.74,1.10,0.785,,0.0547,50.9,,9.56,1.99,1.91,6.14,,,,
W8X67,W,67.0,19.7,9.00,,,8.28,,,0.570,0.935,,,,1.33,1.625,0.9375,,,,,,4.43,,11.1,,,272,70.1,60.4,3.72,88.6,32.7,21.4,2.12,,5.05,1440,,16.7,32.3,14.5,34.8,,,,
W8X58,W,58.0,17.1,8.75,,,8.22,,,0.510,0.810,,,,1.20,1.5,0.875,,,,,,5.07,,12.4,,,228,59.8,52.0,3.65,75.1,27.9,18.3,2.10,,3.33,1180,,16.3,27.2,12.4,29.7,,,,
W8X48,W,48.0,14.1,8.50,,,8.11,,,0.400,0.685,,,,1.08,1.375,0.8125,,,,,,5.92,,15.9,,,184,49.0,43.2,3.61,60.9,22.9,15.0,2.08,,1.96,931,,15.8,22.0,10.3,24.2,,,,
W8X40,W,40.0,11.7,8.25,,,8.07,,,0.360,0.560,,,,0.954,1.25,0.8125,,,,,,7.21,,17.6,,,146,39.8,35.5,3.53,49.1,18.5,12.2,2.04,,1.12,726,,15.5,17.5,8.30,19.7,,,,
W8X35,W,35.0,10.3,8.12,,,8.02,,,0.310,0.495,,,,0.889,1.1875,0.8125,,,,,,8.10,,20.5,,,127,34.7,31.2,3.51,42.6,16.1,10.6,2.03,,0.769,619,,15.3,15.2,7.28,17.1,,,,
W8X31,W,31.0,9.12,8.00,,,8.00,,,0.285,0.435,,,,0.829,1.125,0.75,,,,,,9.19,,22.3,,,110,30.4,27.5,3.47,37.1,14.1,9.27,2.02,,0.536,530,,15.1,13.2,6.35,15.0,,,,
W8X28,W,28.0,8.24,8.06,,,6.54,,,0.285,0.465,,,,0.859,0.9375,0.625,,,,,,7.03,,22.3,,,98.0,27.2,24.3,3.45,21.7,10.1,6.63,1.62,,0.537,312,,12.4,9.44,5.52,13.4,,,,
W8X24,W,24.0,7.08,7.93,,,6.50,,,0.245,0.400,,,,0.794,0.875,0.5625,,,,,,8.12,,25.9,,,82.7,23.1,20.9,3.42,18.3,8.57,5.63,1.61,,0.346,259,,12.2,7.95,4.71,11.3,,,,
W8X21,W,21.0,6.16,8.28,,,5.27,,,0.250,0.400,,,,0.700,0.875,0.5625,,,,,,6.59,,27.5,,,75.3,20.4,18.2,3.49,9.77,5.69,3.71,1.26,,0.282,152,,10.4,5.47,3.96,10.1,,,,
W8X18,W,18.0,5.26,8.14,,,5.25,,,0.230,0.330,,,,0.630,0.8125,0.5625,,,,,,7.95,,29.9,,,61.9,17.0,15.2,3.43,7.97,4.66,3.04,1.23,,0.172,122,,10.3,4.44,3.23,8.37,,,,
W8X15,W,15.0,4.44,8.11,,,4.01,,,0.245,0.315,,,,0.615,0.8125,0.5625,,,,,,6.37,,28.1,,,48.0,13.6,11.8,3.29,3.41,2.67,1.70,0.876,,0.137,51.8,,7.81,2.47,2.31,6.64,,,,
W8X13,W,13.0,3.84,7.99,,,4.00,,,0.230,0.255,,,,0.555,0.75,0.5625,,,,,,7.84,,29.9,,,39.6,11.4,9.91,3.21,2.73,2.15,1.37,0.843,,0.0871,40.8,,7.74,1.97,1.86,5.55,,,,
W8X10,W,10.0,2.96,7.89,,,3.94,,,0.170,0.205,,,,0.505,0.6875,0.5,,,,,,9.61,,40.5,,,30.8,8.87,7.81,3.22,2.09,1.66,1.06,0.841,,0.0426,30.9,,7.57,1.53,1.48,4.29,,,,
W6X25,W,25.0,7.34,6.38,,,6.08,,,0.320,0.455,,,,0.705,0.9375,0.5625,,,,,,6.68,,15.5,,,53.4,18.9,16.7,2.70,17.1,8.56,5.61,1.52,,0.461,150,,9.01,6.23,3.88,9.39,,,,
W6X20,W,20.0,5.87,6.20,,,6.02,,,0.260,0.365,,,,0.615,0.875,0.5625,,,,,,8.25,,18.7,,,41.4,15.0,13.4,2.66,13.3,6.72,4.41,1.50,,0.240,113,,8.78,4.82,3.07,7.38,,,,
W6X15,W,15.0,4.43,5.99,,,5.99,,,0.230,0.260,,,,0.510,0.75,0.5625,,,,,,11.5,,21.2,,,29.1,10.8,9.72,2.56,9.32,4.75,3.11,1.45,,0.101,76.5,,8.58,3.34,2.15,5.32,,,,
W6X16,W,16.0,4.74,6.28,,,4.03,,,0.260,0.405,,,,0.655,0.875,0.5625,,,,,,4.98,,19.1,,,32.1,11.7,10.2,2.60,4.43,3.39,2.20,0.967,,0.223,38.2,,5.92,2.42,2.24,5.77,,,,
W6X12,W,12.0,3.55,6.03,,,4.00,,,0.230,0.280,,,,0.530,0.75,0.5625,,,,,,7.14,,21.6,,,22.1,8.30,7.31,2.49,2.99,2.32,1.50,0.918,,0.0903,24.7,,5.75,1.61,1.52,4.08,,,,
W6X9,W,9.00,2.68,5.90,,,3.94,,,0.170,0.215,,,,0.465,0.6875,0.5,,,,,,9.16,,29.2,,,16.4,6.23,5.56,2.47,2.20,1.72,1.11,0.905,,0.0405,17.7,,5.60,1.19,1.15,3.04,,,,
W6X8.5,W,8.50,2.52,5.83,,,3.94,,,0.170,0.195,,,,0.445,0.6875,0.5,,,,,,10.1,,29.1,,,14.9,5.73,5.10,2.43,1.99,1.56,1.01,0.890,,0.0333,15.8,,5.55,1.06,1.03,2.78,,,,
W5X19,W,19.0,5.56,5.15,,,5.03,,,0.270,0.430,,,,0.730,0.8125,0.4375,,,,,,5.85,,13.7,,,26.3,11.6,10.2,2.17,9.13,5.53,3.63,1.28,,0.316,50.9,,5.94,3.21,2.42,5.73,,,,
W5X16,W,16.0,4.71,5.01,,,5.00,,,0.240,0.360,,,,0.660,0.75,0.4375,,,,,,6.94,,15.4,,,21.4,9.63,8.55,2.13,7.51,4.58,3.00,1.26,,0.192,40.6,,5.81,2.62,1.99,4.74,,,,
W4X13,W,13.0,3.83,4.16,,,4.06,,,0.280,0.345,,,,0.595,0.75,0.5,,,,,,5.88,,10.6,,,11.3,6.28,5.46,1.72,3.86,2.92,1.90,1.00,,0.151,14.0,,3.87,1.36,1.24,3.09,,,,
M12.5X12.4,M,12.4,3.63,12.5,,,3.75,,,0.155,0.228,,,,0.563,0.5625,0.375,,,,,,8.22,,74.8,,,89.3,16.5,14.2,4.96,2.01,1.68,1.07,0.744,,0.0493,76.0,,11.5,2.46,2.51,8.06,,,,
M12.5X11.6,M,11.6,3.40,12.5,,,3.50,,,0.155,0.211,,,,0.563,0.5625,0.375,,,,,,8.29,,74.8,,,80.3,15.0,12.8,4.86,1.51,1.37,0.864,0.667,,0.0414,57.1,,10.8,1.99,2.17,7.36,,,,
M12X11.8,M,11.8,3.47,12.0,,,3.07,,,0.177,0.225,,,,0.563,0.5625,0.375,,,,,,6.81,,62.5,,,72.2,14.3,12.0,4.56,1.09,1.15,0.709,0.559,,0.0500,37.7,,9.04,1.56,1.92,7.02,,,,
M12X10.8,M,10.8,3.18,12.0,,,3.07,,,0.160,0.210,,,,0.563,0.5625,0.375,,,,,,7.30,,69.2,,,66.7,13.2,11.1,4.58,1.01,1.07,0.661,0.564,,0.0393,35.0,,9.05,1.46,1.80,6.48,,,,
M12X10,M,10.0,2.95,12.0,,,3.25,,,0.149,0.180,,,,0.500,0.5,0.375,,,,,,9.03,,74.7,,,61.7,12.2,10.3,4.57,1.03,1.02,0.636,0.592,,0.0292,35.9,,9.60,1.40,1.65,5.98,,,,
M10X9,M,9.00,2.65,10.0,,,2.69,,,0.157,0.206,,,,0.563,0.5625,0.375,,,,,,6.53,,58.4,,,39.0,9.22,7.79,3.83,0.672,0.809,0.500,0.503,,0.0314,16.1,,6.59,0.910,1.28,4.52,,,,
M10X8,M,8.00,2.37,10.0,,,2.69,,,0.141,0.182,,,,0.563,0.5625,0.375,,,,,,7.39,,65.0,,,34.6,8.20,6.95,3.82,0.593,0.711,0.441,0.500,,0.0224,14.2,,6.57,0.800,1.13,4.01,,,,
M10X7.5,M,7.50,2.22,10.0,,,2.69,,,0.130,0.173,,,,0.438,0.4375,0.3125,,,,,,7.77,,71.0,,,33.0,7.77,6.60,3.85,0.562,0.670,0.418,0.503,,0.0187,13.5,,6.60,0.770,1.09,3.80,,,,
M8X6.5,M,6.50,1.92,8.00,,,2.28,,,0.135,0.189,,,,0.563,0.5625,0.375,,,,,,6.03,,53.8,,,18.5,5.43,4.63,3.11,0.376,0.529,0.329,0.443,,0.0184,5.73,,4.45,0.480,0.790,2.66,,,,
M8X6.2,M,6.20,1.82,8.00,,,2.28,,,0.129,0.177,,,,0.438,0.4375,0.25,,,,,,6.44,,56.5,,,17.6,5.15,4.39,3.10,0.352,0.495,0.308,0.439,,0.0156,5.38,,4.46,0.450,0.740,2.52,,,,
M6X4.4,M,4.40,1.29,6.00,,,1.84,,,0.114,0.171,,,,0.375,0.375,0.25,,,,,,5.39,,47.0,,,7.23,2.80,2.41,2.36,0.180,0.311,0.195,0.372,,0.00990,1.53,,2.68,0.210,0.430,1.37,,,,
M6X3.7,M,3.70,1.09,5.92,,,2.00,,,0.0980,0.129,,,,0.313,0.3125,0.25,,,,,,7.75,,54.7,,,5.96,2.33,2.01,2.34,0.173,0.273,0.173,0.398,,0.00530,1.45,,2.90,0.190,0.360,1.14,,,,
M5X18.9,M,18.9,5.56,5.00,,,5.00,,,0.316,0.416,,,,0.813,0.8125,0.5,,,,,,6.01,,11.2,,,24.2,11.1,9.67,2.08,8.70,5.33,3.48,1.25,,0.313,45.7,,5.73,2.98,2.23,5.45,,,,
